codigo,descripcion
4731101000200,Aparatos receptores de radiodifusión que puedan funcionar sin fuente de energía exterior con grabador o reproductor de sonido
4731101009900,"Aparatos receptores de radiodifusión que puedan funcionar sin fuente de energía exterior, n.c.p."
4731199000100,Radiorreceptores combinados con grabador o reproducción de sonido
4731199000200,Radiorreceptores combinados con reloj
4731199009900,"Radiorreceptores (excepto del tipo utilizado en vehículos automotores) combinados o no con aparatos de grabación o reproducción de sonido o un reloj, n.c.p."
4731201000000,"Radiorreceptores que no pueden operar sin una fuente externa de energía, del tipo utilizado en vehículos automotores, combinados con grabador o reproductor de sonido"
4731299000000,"Radiorreceptores que no pueden operar sin una fuente externa de energía, del tipo utilizado en vehículos automotores, n.c.p."
4731301000100,"Receptores de televisión, no concebidos para incorporar un dispositivo de visualización ""display"" o pantalla de video, completamente desarmados (CKD), presentado en juego o ""kits"""
4731301000200,"Convertidor de señales digitales de televisión (incluso de señales digitales de audio), únicamente en señales analógicas, para la recepción de señales digitales emitidas por televisión abierta, para los aparatos receptores de televisión que no tienen incorporado un dispositivo sintonizador de televisión digital"
4731301009900,"Receptores de televisión, no concebidos para incorporar un dispositivo de visualización ""display"" o pantalla de video, n.c.p."
4731302000000,Receptores de televisión en otros colores
4731303000000,Receptores de televisión monocromos
4731401010000,"Proyectores completamente desarmados (CKD), presentados en juegos o ""kits"", que no incorporan aparato de recepción de televisión y no son usados principalmente en un sistema de procesamiento automático de datos"
4731401990000,"Proyectores n.c.p., que no incorporan aparato de recepción de televisión y no son usados principalmente en un sistema de procesamiento automático de datos, n.c.p."
4731402010000,"Monitores con tubo de rayos catódicos, en colores, que no incorporan aparato de recepción de televisión y no son usados principalmente en un sistema de procesamiento automático de datos"
4731402020000,"Monitores con tubo de rayos catódicos, en blanco y negro o demás monocromos, que no incorporan aparato de recepción de televisión y no son usados principalmente en un sistema de procesamiento automático de datos"
4731499010000,"Monitores n.c.p., en colores, que no incorporan aparato de recepción de televisión y no son usados principalmente en un sistema de procesamiento automático de datos"
4731499020000,"Monitores n.c.p., en blanco y negro o demás monocromos, que no incorporan aparato de recepción de televisión y no son usados principalmente en un sistema de procesamiento automático de datos"
4731501010000,"Proyectores completamente desarmados (CKD), presentados en juegos o ""kits"", utilizados principalmente en un sistema de procesamiento automático de datos"
4731501990000,"Proyectores n.c.p., utilizados principalmente en un sistema de procesamiento automático de datos"
4731502010000,"Monitores con tubo de rayos catódicos, en colores, utilizados principalmente en un sistema de procesamiento automático de datos"
4731502020000,"Monitores con tubo de rayos catódicos, en blanco y negro o demás monocromos, utilizados principalmente en un sistema de procesamiento automático de datos"
4731599010000,"Monitores n.c.p., en colores, utilizados principalmente en un sistema de procesamiento automático de datos"
4731599020000,"Monitores n.c.p., en blanco y negro o demás monocromos, utilizados principalmente en un sistema de procesamiento automático de datos"
4732101010000,Tocadiscos que funcionen por ficha o moneda
4732101990000,"Aparatos de reproducción de sonido activados con monedas, billetes, tarjetas, fichas o cualquier otro medio de pago, n.c.p."
4732102010000,"Giradiscos, con cambiador automático de discos"
4732102990000,"Giradiscos, n.c.p."
4732103000000,Contestadores telefónicos
4732199000000,"Aparatos para la grabación o reproducción de sonido, n.c.p."
4732301000100,"Aparatos para reproducción para ""magazine"" que operen con cintas de  anchura superior o igual a 19 mm, incluso con unidad de programación de secuencia de operaciones, para emisoras de televisión"
4732301009900,"Aparatos para la grabación o reproducción de vídeos de cinta magnética, n.c.p."
4732399000000,"Aparatos para la grabación o reproducción de vídeos, n.c.p."
4733001000000,Micrófonos y sus soportes
4733002000100,Un altavoz (altoparlante) montado en su caja
4733002000200,Varios altavoces (altoparlantes) montados en una misma caja
4733002009900,"Altavoces (altoparlantes), incluso montados en sus cajas, n.c.p."
4733003000100,Combinaciones de auriculares con un micrófono
4733003000200,Auriculares de teléfono
4733003009900,"Auriculares, incluidos los de casco, estén o no combinados con micrófono, y juegos o conjuntos constituidos por un micrófono y uno o varios altavoces (altoparlantes), n.c.p."
4733004000000,Amplificadores eléctricos de  audiofrecuencia
4733005000000,Equipos eléctricos para amplificación de sonido
4740100000100,Partes y piezas para teléfonos de línea fija con auriculares inalámbricos
4740100000200,Partes y piezas para teléfonos para redes celulares o para otras redes inalámbricas
4740100000300,"Partes y piezas para otros aparatos telefónicos y aparatos de transmisión o recepción de voz, imágenes u otros datos, incluyendo aparatos para comunicación en redes cableadas o inalámbricas (tanto en redes de área local como en una red amplia)"
4740201000000,"Partes y piezas para micrófonos y sus soportes, altavoces, auriculares, audífonos y combinados con micrófono/altavoz, amplificadores eléctricos de frecuencia de audio, aparatos eléctricos para amplificar el sonido"
4740202000000,Partes y piezas para cápsulas fonocaptoras
4740299010000,Muebles y envolturas (gabinetes) de madera para aparatos de grabación o reproducción de imagen y sonido (vídeos)
4740299990100,Agujas fonográficas y demás partes fonocaptores
4740299990200,"Mecanismos de inserción frontal identificables para reproductores de cinta en casete para vehículos automóviles que no contengan: soporte y accionamiento de cabeza borradora, llaves de reveladoras conmutadoras de circuito electrónico de grabación"
4740299999900,"Partes y piezas para aparatos para la grabación o reproducción de sonido, para la grabación o reproducción de vídeos y micrófonos y sus soportes; altavoces; auriculares, audífonos y combinados con micrófono/altavoz; amplificadores eléctricos de frecuencia de audio; aparatos eléctricos para amplificar el sonido, n.c.p."
4740301000100,Antenas del tipo utilizado en aparatos de radiotelefonía y de radiotelegrafía
4740301009900,"Antenas y reflectores de antena de cualquier tipo; partes apropiadas para su utilización con dichos artículos, n.c.p."
4740399000100,"Partes y piezas para transmisión que no incorporen aparatos de recepción, excepto los aparatos de radiodifusión o televisión"
4740399000200,Partes y piezas para aparatos de transmisión que incorporen aparatos de recepción
4740399000300,Partes y piezas para cámaras digitales y videocámaras
4740399000400,Partes y piezas para cámaras de televisión
4740399000500,Partes y piezas para radiorreceptores (excepto del tipo utilizado en vehículos automotores) combinados o no con aparatos de grabación o reproducción de sonido o un reloj
4740399000600,"Partes y piezas para radiorreceptores que no pueden operar sin una fuente externa de energía, del tipo utilizado en vehículos automotores"
4740399000700,"Partes y piezas para receptores de televisión, combinados o no con radiorreceptores o aparatos para la grabación o reproducción de sonido o video"
4740399000800,"Partes y piezas para monitores y proyectores, que no incorporan aparato de recepción de televisión y no son usados principalmente en un sistema de procesamiento automático de datos"
4740399000900,"Partes y piezas para monitores y proyectores, utilizados principalmente en un sistema de procesamiento automático de datos"
4740399001000,"Partes y piezas para aparatos de radar, aparatos para radionavegación y aparatos de control remoto por ondas de radio"
4740399001100,"Partes y piezas para cámaras digitales y videocámaras, n.c.p."
4740399001200,"Partes y piezas para aparatos receptores de radiodifusión, n.c.p."
4740399009900,"Partes y piezas para aparatos de transmisión que incorporen aparatos de recepción, aparatos de transmisión que no incorporen aparatos de recepción, cámaras de televisión, radiorreceptores y receptores de televisión y aparatos de radar, aparatos para radionavegación y aparatos de control remoto por ondas de radio, n.c.p."
4753001000100,"Cintas magnéticas no grabadas para grabar sonido, en casete"
4753001000200,Cintas magnéticas no grabadas para programas de ordenadores
4753001009900,"Cintas magnéticas, no grabadas, n.c.p."
4753002000100,"Discos magnéticos para máquinas automáticas para tratamiento o procesamiento de datos no grabados, removibles"
4753002009900,"Discos magnéticos para máquinas automáticas para tratamiento o procesamiento de datos no grabados, n.c.p."
4753099000000,"Medios magnéticos, no grabados, excepto tarjetas con banda magnética, n.c.p."
4754000000000,"Medios ópticos, no grabados"
4755000000100,"Dispositivos de almacenamiento permanente de estado sólido, sin grabar"
4755000000200,"Dispositivos de almacenamiento permanente de estado sólido, grabados"
4759001010000,Tarjetas y etiquetas de activación por proximidad
4759001020000,"Tarjetas y etiquetas con soportes semiconductores, n.c.p."
4759001030000,"Partes de tarjetas y etiquetas de activación por proximidad, y con soportes semiconductores, n.c.p."
4759001990100,"Otros medios de grabación con soportes semiconductores sin grabar, n.c.p."
4759001990200,"Otros medios de grabación con soportes semiconductores grabados, n.c.p."
4759099000000,"Otros medios de grabación, incluyendo discos matrices y masters para la producción de discos, n.c.p."
4761001010000,Cintas magnéticas grabadas para reproducir fenómenos distintos del sonido o imagen
4761001020000,"Cintas magnéticas grabadas, n.c.p."
4761001030000,"Discos magnéticos grabados para reproducir fenómenos distintos del sonido o imagen, fijos o removibles, para máquinas automáticas para tratamiento o procesamiento de datos"
4761001990000,"Discos, cintas u otros medios físicos de audio musical con soportes magnéticos, n.c.p."
4761002010100,Discos para sistemas de lectura por rayos láser para reproducir fenómenos distintos del sonido o imagen
4761002010200,Discos para sistemas de lectura por rayos láser para reproducir únicamente sonido
4761002010300,Discos para sistemas de lectura por rayos láser para el aprendizaje
4761002010400,"Discos para sistemas de lectura por rayos láser para reproducir instrucciones, datos, sonido e imagen, grabados de forma binaria legible para máquina"
4761002019900,"Discos para sistemas de lectura por rayos láser, n.c.p."
4761002990000,"Discos, cintas u otros medios físicos de audio musical con soportes ópticos, n.c.p."
4762001000100,"Películas y otros contenidos de video en discos, cintas u otros medios físicos, para sistemas de lectura por rayos láser para reproducir fenómenos distintos del sonido o imagen"
4762001000200,"Películas y otros contenidos de video en discos, cintas u otros medios físicos para sistemas de lectura por rayos láser para reproducir únicamente sonido"
